회차,상호명,구분,소재지
472,따봉복권방,자동,인천 부평구 주부토로 109
472,가인안경,자동,대구 동구 아양로50길 68
473,로또복권황성점,자동,경북 경주시 금성로259번길 38 1층 CU 노서점 내
473,노다지,자동,서울 성북구 하월곡동  80-23
473,화정역 4번출구,자동,경기 고양시 덕양구 화정로 53 새롬프라자1층 112호
473,조은생각,수동,부산 사상구 운산로 74-1
474,인더라인북가좌점,자동,서울 서대문구 응암로 42 1층101호
474,로또복권(세종식품),자동,서울 중구 충무로2가  62-8
474,로또복권방,자동,충남 당진시 당진중앙1로 21
474,바이더웨이녹번중앙점,수동,서울 은평구 갈현로 88 1층 우측 두번째 점포
474,황금로또,수동,강원 원주시 현충로318번길 35 1층
474,새롬,수동,경남 창원시 마산합포구 수산1길 181 새롬미리내상가113호
474,정우,수동,경기 용인시 처인구 백옥대로 574 C동상가
474,정발산복권전문점,자동,경기 고양시 일산동구 정발산동 1204일성종합상가104호
474,럭키뱅크복권방,자동,충북 청주시 서원구 청남로 2092-1
474,대박로또복권,자동,경기 김포시 김포대로 2449
474,농심가슈퍼마트,수동,서울 양천구 목동중앙본로 54 1층
475,행복미니슈퍼,수동,경기 부천시 부일로 409
475,농산물직판장,수동,전북 군산시 백토로 128
475,대영당안경원,자동,부산 동래구 충렬대로237번길 9
475,로또복권방,수동,부산 사하구 낙동대로535번길 70
475,일등복권편의점,자동,대구 달서구 대명천로 220 1층
475,주공24시편의방,자동,대전 동구 옥천로180번길 19 판암주공아파트2차상가
475,365복권잔치,수동,경기 군포시 고산로 166 sk 벤티움 101동 217호
475,신정복권,수동,서울 양천구 신목로 70-1 1층
476,터미널식품,자동,경기 의정부시 동일로 640
476,역전광장상회,자동,경기 파주시 금촌1동  329-19
476,왕대박복권방,자동,대구 북구 태전로 27-1
476,25시슈퍼,자동,경남 창원시 마산회원구 봉양로 75-5
477,사이버정보통신,자동,부산 부산진구 동평로 411 백조상가동103-1호
477,행운복권방,자동,강원 인제군 금강로 23 1층
477,이타임(e-time)읍내점,자동,대구 북구 칠곡중앙대로 181
477,샘내로또판매,자동,경기 양주시 산북동  337-2
477,천하명당복권방,자동,경기 화성시 남양시장로 83
477,복권백화점,수동,경기 파주시 평화로 70
477,봉암마트,자동,경남 창원시 마산합포구 합포로 126-1 1층
477,로또담배,자동,서울 관악구 난곡로 82
478,아트라인,자동,서울 동대문구 장안2동  295-5화성빌딩104호
478,NJOY로또텔레콤,자동,경북 포항시 남구 상공로 42
478,드림로또,자동,대구 북구 침산로 153 상가 103동 B2호
478,행운복권방 보생당건강원,자동,전북 익산시 무왕로 1268
478,중구-가로가판대-37,자동,서울 중구 남대문로 20-2
478,바로전산,자동,경기 광명시 오리로 1000 (광명동)
478,세화매일유통,자동,울산 남구 야음동  815-11
478,버스판매소,자동,서울 영등포구 영중로 2 1층(영등포동3가)
478,돼지네슈퍼,수동,경기 부천시 소사구 소사본동 233-30
478,복권천국,자동,전남 목포시 비파로 29 복권천국
478,G마트,수동,서울 영등포구 디지털로 387
478,GS-25,자동,부산 남구 용호로 34 상가동 103호
478,119복권방,자동,경기 안양시 만안구 안양2동 823-15
478,GS25(당산역),자동,서울 영등포구 당산동6가  338-1
479,로또명당가두판매점,자동,경기 안양시 동안구 경수대로 848-2
479,복권방,자동,인천 남동구 백범로 123 cu편의점
479,복권명당,자동,경기 광명시 광명동  51-1
479,고속로또,자동,전남 목포시 명륜동  6-5
479,대박마트복권방,자동,충남 아산시 음봉로 844 태화상가1층103호
479,노다지,자동,서울 성북구 하월곡동  80-23
480,GS25(성북장위),자동,서울 성북구 장위동  66-9청아빌딩1층
480,돈벼락맞는곳,수동,경남 김해시 한림면  병동리    980-7
480,포시즌마전점,자동,인천 서구 완정로10번길 6-6 검단2지구37블록1롯트
480,올인(allin),자동,경기 화성시 3.1만세로 1147
481,서재복권방,자동,대구 달성군 대실역남로 8 102호
481,복권명당,자동,대구 서구 국채보상로 419
481,행복복권방,자동,부산 사상구 주례동  183-5훼미리마트내
482,복권마트,수동,광주 북구 북문대로 89 벽산메가시티상가 101동 116호
482,행운대박복권,수동,서울 영등포구 영신로19길 8-1
482,복권방,수동,경기 양주시 광적면  가납리    742-11
482,대박마트,자동,인천 남동구 호구포로 219 세중프라자1층101-2호
482,모현복권방및매표매점,자동,경기 용인시 처인구 백옥대로 2383
482,코코주,자동,서울 중구 을지로6가  18-79
482,덕성식품,자동,서울 동작구 신대방동  348-3
483,삼삼마트,수동,경남 진주시 진주대로 1165-1
483,행운로또복권방,수동,전남 광양시 대림오성로 146-1
483,복권방,자동,부산 사하구 장림번영로 25
483,대박복권방,수동,경기 연천군 온골로 57-1
483,서재강변로또,자동,대구 달성군 서재로 172
484,할인마트부흥점,수동,서울 중랑구 면목2동  142-43
484,제일슈퍼,자동,인천 연수구 앵고개로 242 제일상가112호
484,로또복권,자동,경기 평택시 조개터로 17 1층 1호
484,굿-7,자동,부산 수영구 광안로 49
484,버스가두판매점,수동,경기 수원시 영통구 영통동 955-1
484,인생역전복권방,자동,인천 부평구 청천2동  10-17상가1층
485,영화유통(1등복권방),자동,울산 남구 신정로 19 삼성아파트 상가 204-101
485,훼미리마트(옥산사랑점),자동,경북 경산시 옥산동  742-7
485,태안로또복권방,자동,충남 태안군 독샘로 57
485,올인로또복권,자동,전북 전주시 완산구 효자동2가 203-5 코끼리마트 상가 내
485,금강로또,자동,전남 목포시 용당로 151 금강서점
485,금도깨비복권전문점,자동,경기 김포시 월하로 721
485,복권방,수동,경남 창원시 마산합포구 3·15대로 391-1
485,한마음,수동,서울 관악구 관악로 211 봉천중앙시장라열4호
485,오복복권방,자동,서울 용산구 이태원동  225-60
486,복권나라,자동,강원 삼척시 도계읍  도계리    393-1
486,엔조이로또,자동,경북 포항시 남구 문덕로 3 1층  폰공장  내
486,대박복권방,수동,경기 안산시 단원구 신길중앙로1길 40 101호
486,행운로또복권방,자동,경남 창원시 마산회원구 구암동 282-1
486,컬투패밀리중동점,자동,경기 성남시 중원구 중동 2009-1번지
486,늘봄꽃난식물원,수동,경남 진주시 솔밭로 80
486,슈퍼복권나라,자동,부산 사하구 하신번영로 370
486,노다지복권방,수동,경기 오산시 오산로 298-1
486,SK뷰 할인마트,수동,경기 의정부시 가능동  656-1외1필지단지내상가101호
486,다사복권방,자동,대구 달성군 옥포면  간경리    848번지
486,태원정보통신,자동,서울 중랑구 봉우재로33길 80
486,대박찬스,자동,경기 남양주시 장현로 111 1층1호
486,둔전행운복권방,자동,경기 용인시 처인구 포곡로 110
487,복권나라,수동,강원 원주시 평원로 23 1층
487,영화유통(1등복권방),자동,울산 남구 신정로 19 삼성아파트 상가 204-101
487,씨엔복권방,수동,울산 북구 연암동  374-1번지 1층CN마트
487,초월대박복권방,수동,경기 광주시 경충대로 1252
487,씨스페이스(범물청구점),자동,대구 수성구 범물동  1277-11
487,행운복권방,자동,경기 수원시 권선구 구운동 493-16
487,공원슈퍼,자동,경기 수원시 장안구 팔달로 255 1층(영화동)
487,역전식품,자동,인천 남구 도화동  80-83
488,복권명당,수동,대전 서구 만년남로3번길 164
488,문덕대박로또,자동,경북 포항시 남구 오천읍 문덕리   문덕리  176-7
488,로토피아,자동,경기 광명시 오리로 371 상가1층102호
488,부자나라,자동,인천 계양구 효서로112번길 3-1
488,당첨로또복권,자동,경기 안양시 동안구 포도원로 4
488,해피데이복권방,수동,경남 의령군 충익로 39
488,영광정보통신,자동,서울 성북구 화랑로 92 1층 우측1호
488,대박가판장,자동,서울 강동구 양재대로 1627 가판점
488,목화휴게소,자동,경남 사천시 사천대로 912
488,로또복권방,자동,충남 당진시 당진중앙1로 21
489,ANY25,수동,서울 종로구 창경궁로 137 1층
489,로또명당,수동,전남 해남군 문내면  동외리  875-6번지 로또명당
489,신일마트,자동,전북 군산시 의료원로 159
489,성심상회,자동,경북 포항시 북구 불종로 78
489,훼미리마트과정로,자동,부산 수영구 과정로 42
489,로또복권델리25옥동점,자동,경북 안동시 옥동  734테마프라자A-161
490,코리아마트,자동,대구 달서구 당산로 193
490,청룡마트,자동,충남 천안시 동남구 풍세로 1010-31 현대아파트상가B-102호
490,황금복권마트,수동,경기 이천시 증신로325번길 5 1층
490,외동복권,자동,경남 김해시 동남로49번길 83 GS25 김해대동점
490,용꿈돼지꿈,자동,인천 부평구 동암남로 11
490,광림마트,수동,서울 강남구 도곡로 213
490,현진식품,자동,서울 구로구 고척1동  52-346
491,진성식품,자동,충북 제천시 의병대로 84 1층
491,한성슈퍼,자동,전북 익산시 익산대로 52
491,웃는사람들해도점,자동,경북 포항시 남구 해동로 62
491,로또복권,수동,울산 울주군 해맞이로 1578
492,복권천국,자동,전남 무안군 무안로 506 복권천국
492,바른손(퇴계점),자동,강원 춘천시 퇴계로 168 주공2단지상가101호
492,태봉,수동,경기 부천시 소사로 182
492,화천복권방,자동,강원 화천군 화천읍  하리   43-28
492,로또판매점,수동,경기 안산시 상록구 영화7길 22-1 102호
493,평안당,자동,서울 종로구 종로 219
493,GS25(명륜아남),자동,서울 종로구 명륜1가  46-18
493,로또복권방,자동,경기 가평군 가평읍  읍내리    448-3
493,가판점(신문),자동,서울 영등포구 양평로 50-2
493,로또판매점,수동,인천 부평구 안남로 279
493,행운복권방,자동,경기 수원시 권선구 탑동 845-1
493,로또복권,자동,강원 원주시 단구동  1512-1리더스타워106호
493,명당복권방,수동,전남 영암군 삼호읍  용앙리  213-6
493,훼미리마트(여주ＩＣ점),자동,경기 여주군 여주읍  점봉리    437-11층234호
494,행복복권방,수동,경남 창원시 의창구 팔용로 399
494,e모든복권방,자동,인천 계양구 효성동  25-6
494,화봉행운복권방,자동,울산 북구 연암동  417-1 1층코너
494,로또명당,자동,경남 창원시 마산합포구 문화동13길 17
494,바이더웨이삼척삼원점,수동,강원 삼척시 중앙로 185 세븐일레븐삼척삼원점
494,씨스페이스(중앙제일점),자동,부산 중구 동광동3가  17-2
494,행운방,자동,경기 용인시 기흥구 보정동 1208-4 엔림프라자101호
494,스포츠베팅샵,수동,서울 서초구 동산로 48 104호
494,영광정보통신,자동,서울 성북구 화랑로 92 1층 우측1호
494,보광문구사,자동,경기 파주시 문산읍  문산4리    17-55  1층
495,형제상회,자동,대전 서구 계룡로 664-1
495,인생역전로또방,수동,대전 유성구 송강동  16-2번지 103호
495,프로토베팅샵,자동,부산 중구 국제시장2길 5 4호
495,ANY25,자동,서울 종로구 창경궁로 137 1층
495,로또복권,자동,대구 수성구 범어동  774-84
496,천하명당관악점,자동,서울 관악구 보라매로2길 11
496,제이복권방,수동,서울 종로구 종로 225-1 평창빌딩 1층 103호
496,그린로또,자동,강원 양양군 양양로 71
496,청솔마트,자동,서울 동대문구 용두동  727-4
497,일등복권편의점,자동,대구 달서구 대명천로 220 1층
497,왕대박복권,자동,대구 달성군 달구벌대로 812
497,농심로또,자동,부산 부산진구 부전동  417-7
497,현대화체인점,자동,경기 수원시 장안구 장안로 99-1 1층
497,파란만장복권방,자동,경기 화성시 진안동  878-4번지 101호
497,속초복권샵,자동,강원 속초시 청학동  486-42
498,뉴빅마트,자동,부산 기장군 정관중앙로 48 106호
498,훼미리마트(소피텔점),자동,서울 중구 묵정동  18-9
498,복권명당,자동,서울 관악구 장군봉1길 43 1층
498,황금복권마트,자동,경기 이천시 증신로325번길 5 1층
499,오케이상사,자동,서울 서초구 반포동  19-3 센트럴시티내 100호매점
499,대부복권방,수동,인천 중구 운서동  2794-2가나베스트텔101
499,행운의집,자동,서울 강동구 구천면로 220
500,로또명당옥천점,자동,충북 옥천군 옥천읍  매화리    236-16
500,황금당,자동,전남 강진군 중앙로 95 황금당
500,학동복권나라,자동,전남 여수시 흥국로 6
500,장미유통,자동,인천 계양구 아나지로 394
500,서울복권방,자동,경기 동두천시 어수로 116
500,종로3가1호선역2번출구가로판매점82호,자동,서울 종로구 돈화문로 23 가판
500,알리바이금당점,수동,전남 순천시 대석길 44
500,복권명당,자동,충남 공주시 번영1로 41
500,훼미리마트송도프라자,수동,인천 연수구 송도동  2-6송도프라자108호
501,GS25(대전테크노점),자동,대전 유성구 관평동  833
501,명동열쇠,자동,강원 춘천시 중앙로 57 신한은행춘천중앙지점옆 가판
501,로또복권방분평점,수동,충북 청주시 서원구 월평로 78
501,만복상회,자동,경남 창원시 마산회원구 합성옛길 152
502,문덕대박로또,수동,경북 포항시 남구 오천읍 문덕리   문덕리  176-7
502,몽곡사,자동,서울 영등포구 버드나루로 51 조광빌딩105호
502,복권명당,수동,대전 서구 만년남로3번길 164
502,복권천국방,자동,서울 마포구 동교로 92 1층
502,로또복권,수동,서울 양천구 신월3동  205-44훼미리마트
502,로또판매소,자동,강원 철원군 동송읍  이평리 사서함  852-1번지
503,노다지복권방,자동,대전 동구 대전로 437
503,행운 마트,수동,인천 남동구 만수로 65
503,원스탑,자동,서울 송파구 백제고분로7길 39
503,안락점로또판매,자동,부산 동래구 안락동  471-6
503,노다지복권방],수동,서울 노원구 상계로 78
503,복권명당,자동,대구 동구 효신로 23
503,노다지복권방,자동,부산 사상구 괘법동  533서부시외버스터미널1층
504,수성그린마트,자동,경남 창원시 진해구 경화시장로 34 26호 10호
504,복드림,자동,서울 영등포구 양평로 117
504,군자로또점,수동,서울 광진구 능동로 295
504,로또판매점,자동,서울 성북구 하월곡동  70-150
504,마두역상행선가판대,자동,경기 고양시 일산동구 중앙로 1181 마두역 중앙 횡단보도 오른쪽
504,복권마트,자동,경기 부천시 소사로 253 1층
504,엔타임편의점(대승복권),자동,부산 해운대구 좌동  1479-3 세종월드프라자 137
504,대박유통,자동,부산 중구 구덕로 80 1층
504,NG24시편의점,자동,경북 구미시 수출대로 555
505,팡팡복권방,자동,전북 익산시 인북로 99
505,로또복권판매,자동,경북 상주시 삼백로 159
505,하늘과바다,수동,인천 부평구 부개동  67-9
505,버스매표소 복권판매소,수동,인천 중구 우현로 69 중앙로지하상가 163호
505,광성슈퍼,수동,경기 이천시 단월로 33
505,구청앞로또명당,자동,서울 강북구 수유3동  191-58
506,가판점(신문),자동,서울 영등포구 양평로 50-2
506,매향슈퍼,수동,경기 수원시 팔달구 창룡대로 42-1
506,부흥청과식품점,자동,경북 경산시 하양로 35 우방3차상가
507,행복만들기,수동,서울 관악구 신사로10길 6
507,국세청앞센타,자동,부산 동구 조방로 43 하나은행 앞 가로판매점 1층(범일동)
507,제이복권방,수동,서울 종로구 종로 225-1 평창빌딩 1층 103호
507,SK@24시편의점,자동,경기 파주시 야동동  589-10
507,진플러스안경,자동,대전 중구 대종로 301-1
507,스파,자동,서울 노원구 동일로 1493 주공10단지종합상가111
507,행운슈퍼 복권사는날,자동,경기 부천시 경인로 148
507,해수로또,자동,충북 청주시 상당구 산성로 22-1
507,로또나라,자동,전남 광양시 중마중앙로 126 1층
508,복권＠나라,수동,인천 부평구 평천로 102-1 1층
508,묵동식품,자동,서울 중랑구 동일로 919
508,대박(토토),수동,광주 북구 군왕로 196
508,훼미리마트두암현대점,자동,광주 북구 두암동  880-17
508,J마트,자동,경남 진주시 도동천로 131
508,-,자동,경기 의정부시 신곡동  519-19
508,노다지복권방,자동,경기 용인시 처인구 금령로 130
508,승차권판매소(서구청1호점),자동,대구 서구 국채보상로 257
509,목동행운복권방,자동,대전 중구 목동  5-15번지
509,삼성게임프라자,자동,서울 서대문구 북아현동  4-33
509,리치복권방,자동,부산 수영구 망미동  804-35
509,찬스복권방,수동,인천 부평구 육동로 20-1 1층
509,모퉁이슈퍼,자동,경북 안동시 서동문로 102
510,신문가판대,자동,서울 성북구 보문동1가  147-48보문시장앞
510,데이앤나잇,자동,서울 성북구 종암로 132 종암우림카이저팰리스 1층 101호
510,로터리편의마트,자동,경북 포항시 북구 서동로 85 육거리
510,에이스상사,자동,부산 연제구 연수로 224
510,원당역복권방,자동,경기 고양시 덕양구 성사동 410-17
511,대우로또복권방,자동,인천 부평구 청천동  180-4대우프라자113
511,행운복권방,자동,제주 제주시 우정로11길 12
511,셀피아,자동,울산 북구 무룡로 29 울산광역시 북구 연암동 417-1 1층
511,돌하르방복권,수동,제주 서귀포시 태평로353번길 9
511,샛별복권방,수동,서울 중구 동호로10길 12 1층
511,제이마트,자동,서울 서초구 반포동  19-3번지센트럴씨티125호
512,삼호복권,자동,서울 도봉구 도봉로 457
512,GS25(대전전민),자동,대전 유성구 전민동  464-1분산상가C동101 102
512,행운을드리는복권방,자동,경기 안산시 상록구 본오로 98
512,노다지복권방,자동,경기 파주시 술이홀로 906
512,종합가판점,수동,서울 동대문구 왕산로40길 6 건물 앞쪽 가판점 청량리역 5번출구 앞쪽
512,드림마트복권방,수동,경북 구미시 비산동  359-7(드림마트내일부)
512,CU(군포덕산점),자동,경기 군포시 당동  902 덕산상가1층
512,복사문구,수동,서울 강동구 양재대로 1549
512,현대로또,자동,경기 성남시 중원구 금상로 32-1
512,새서울슈퍼,수동,경기 남양주시 금곡동  159-66 4호
512,잉크와복권방,자동,충남 천안시 동남구 차돌로 84
512,미니슈퍼,자동,부산 부산진구 가야대로 643
512,행운복권방,자동,충북 청주시 흥덕구 복대로 207
513,그린마트,자동,경기 성남시 분당구 대왕판교로 255 107호
513,희망복권방,수동,강원 홍천군 홍천로 409 1층
513,마두5번출구가판로또,자동,경기 고양시 일산동구 중앙로 1200
514,김포로또,자동,경기 김포시 돌문로 48 한솔프라자101
514,매표소,자동,충남 천안시 서북구 부송로 191 1동
514,운수대통,자동,경기 시흥시 시흥대로1073번길 5 101호
515,청룡마트,수동,충남 천안시 동남구 풍세로 1010-31 현대아파트상가B-102호
516,에버빌마트,자동,경북 안동시 강남5길 102 에버빌마트 1층
516,씨스페이스 중동점,자동,경기 부천시 원미구 중동 1152상록쎈트럴 109호
516,노다지로또판매점,자동,부산 영도구 남항동2가  248-7
516,부일카서비스,자동,부산 동구 자성로133번길 35
516,복조리복권방,자동,전북 장수군 장계천변길 55-4
516,올인(allin),자동,경기 화성시 3.1만세로 1147
516,한마음,자동,서울 관악구 관악로 211 봉천중앙시장라열4호
516,스파,자동,서울 노원구 동일로 1493 주공10단지종합상가111
516,로또복권두정점,자동,충남 천안시 서북구 두정로 251 대원빌딩104호
516,대박복권방,자동,울산 울주군 구영로 162 1층 102호
516,정평복권,자동,서울 양천구 목동중앙본로7길 30 101호
517,역삼역 로또,자동,서울 강남구 역삼동  718 범진빌딩 1층
517,아띠로또판매점,수동,충남 천안시 서북구 두정동 1063번지 레몬타워 110호
517,잉크와복권,자동,서울 강서구 가로공원로76가길 12
517,킹마트,수동,충남 천안시 서북구 쌍용동 1060
517,도깨비방망이,자동,전남 완도군 장보고대로 220 도깨비방망이
518,Lotto복권,자동,강원 춘천시 퇴계동  667 7B3L(패밀리마트내)
518,잉크와복권방,자동,충남 천안시 동남구 차돌로 84
518,초이스마트 작전역점,자동,인천 계양구 주부토로472번길 51 상가동 102호
518,오태NG24시복권방,자동,경북 구미시 인동가산로 25 1층 아디다스상설매장
518,배임,자동,서울 용산구 보광로 19 1층
518,행운복권,자동,경북 구미시 야은로 763
519,복권판매소(서문큰장네거리),자동,대구 서구 국채보상로 438
519,훼미리로또,자동,서울 동작구 신대방동  395-68나산보라매타운102호
519,황금대박복권슈퍼,자동,경기 안산시 단원구 선이로 14
519,월드복권마트,자동,충북 제천시 죽하로 48-1 장락주공2단지 상가101호
519,로또복권판매,자동,경남 하동군 중앙로 12 1층
519,부일카서비스,자동,부산 동구 자성로133번길 35
519,가로토큰박스,자동,경기 과천시 중앙동  60과천극장앞
520,GS25(서초금호),자동,서울 서초구 서초동  1689-1
520,그린24시신화점,자동,충북 청주시 청원구 충청대로57번길 2
520,영광문구,자동,서울 금천구 범안로 1186
520,프로피스,자동,경기 구리시 이문안로 11
520,베스트원,수동,전남 영광군 신남로 209-1 1층
520,명당편의점,자동,경남 진주시 서장대로 273 1층
521,행운복권방,수동,서울 관악구 난곡로 172
521,5가로또레드탑,자동,서울 종로구 종로 222
521,DC백화점거북점,자동,전남 여수시 무선로 50 상가 1층 101호
521,로또복권,자동,서울 성동구 마장동  771-7
521,복권닷컴,수동,강원 양양군 양양로 62
521,명동2가로또가판대,수동,서울 중구 명동2가  97-2
521,노다지복권방,자동,대전 대덕구 아리랑로 213 대영상가 1층
521,풍향동복권나라,자동,광주 북구 필문대로 79
522,팡팡복권마트.잡화슈퍼,자동,전북 전주시 덕진구 가리내로 26
522,로또,자동,충남 홍성군 홍성읍  오관리    311-5
522,가로판매점,자동,서울 강동구 양재대로 1443
522,가판14호,자동,서울 중구 퇴계로 37
522,영화유통(1등복권방),자동,울산 남구 신정로 19 삼성아파트 상가 204-101
522,대박찬스,자동,충북 청주시 흥덕구 가경로161번길 3
523,행운복권방,자동,경기 포천시 솔모루로 86-1
523,부일카서비스,자동,부산 동구 자성로133번길 35
523,세진전자통신,수동,대구 서구 서대구로 156
523,상호없음,자동,서울 송파구 석촌동  210-9유천빌딩1층GN마트내
523,로또,수동,서울 중구 신당동  133-14
523,으뜸로또복권방,자동,충남 홍성군 문화로 116 4필지
523,로또방,수동,서울 성동구 하왕십리동  946-43호  훼미리마트내
524,-,자동,대구 중구 동성로2가  160-4번지
524,여기있었네복권방,자동,전북 전주시 완산구 전주객사5길 83
524,버스판매소,수동,서울 영등포구 영중로 2 1층(영등포동3가)
524,로또복권방분평점,자동,충북 청주시 서원구 월평로 78
525,플러스로또,자동,대구 달서구 월곡로45길 56
525,로또판매점,자동,경기 고양시 일산동구 장항동 752삼성메르헨상가102-2
525,행운로또,수동,서울 동작구 흑석동  43-94
525,행복한사람들 (흥부네),자동,경기 광주시 경충대로 763
525,행운복권방,자동,서울 은평구 서오릉로 10
525,사이버정보통신,수동,부산 부산진구 동평로 411 백조상가동103-1호
525,로또복권두정점,수동,충남 천안시 서북구 두정로 251 대원빌딩104호
525,미니스톱인천효성점,자동,인천 계양구 안남로 551
525,CU(원주W-CITY점),자동,강원 원주시 단계동  877-1
526,제일복권,자동,제주 제주시 서광로 257
526,인동상회,수동,서울 노원구 한글비석로 396 벽산아파트상가108-116
526,로또복권신매체인점,자동,대구 수성구 달구벌대로 3233 신매동 효성백년가약상가 401동7호
526,로또점,자동,강원 원주시 입춘로 73 103호
526,까치복권방,자동,경기 시흥시 중심상가로 326 1층102
526,복권방,자동,강원 원주시 관설동  1702-1
526,월드마트,자동,충북 청주시 흥덕구 장구봉로129번길 2
526,복권방하단스마일,수동,부산 사하구 낙동대로 191 2층
526,제일슈퍼,수동,서울 동대문구 회기로 194
527,CU(군포덕산점),수동,경기 군포시 당동  902 덕산상가1층
527,로또복권,자동,부산 사상구 모라로192번길 20-83 102호
527,씨유 대전원내점,자동,대전 유성구 원내로 35
527,아트플라워,자동,경기 용인시 처인구 백옥대로 1109
527,수복슈퍼,자동,부산 사상구 광장로37번길 34 1층
527,까치복권방,자동,경기 시흥시 중심상가로 326 1층102
527,덕신슈퍼,수동,경기 수원시 권선구 세류3동 524-5
527,메트로복권,수동,경기 성남시 분당구 성남대로916번길 5 1층 112호
527,은혜상회,자동,경기 남양주시 덕소로 214
527,로또삼성복권방,자동,경기 수원시 영통구 매영로 141 원천훼미리타운105호
527,로또명당해미점,수동,충남 서산시 남문2로 108
527,진흥복권방,자동,서울 서초구 서초동  1315
527,행운복권방,자동,경기 포천시 솔모루로 86-1
528,파란만장복권방,자동,경기 화성시 진안동  878-4번지 101호
528,왔다복권,자동,충남 천안시 서북구 서부16길 9
528,중앙로또,자동,경기 안산시 단원구 고잔동 681-7대덕프라자 102호
528,복권휴게실,자동,대구 달서구 월성동  819원더풀스파랜드상가1층 115호 116호일부
528,행운로또복권,수동,울산 중구 학성동  153-2
528,삼성통신,수동,경기 구리시 검배로 89
528,GS25 동래대산점,수동,부산 동래구 명륜로 65
528,현진식품,자동,서울 구로구 고척1동  52-346
528,대전하이퍼,자동,대전 중구 보문산로 76
528,킴스피씨,자동,제주 제주시 용담2동  2681-35
528,행운플러스,수동,부산 사상구 괘감로 103 1층복권방
529,평화슈퍼,수동,서울 은평구 연서로 198-1
529,가판점,자동,경기 부천시 자유로 33 이마트앞 지하도입구
529,공주복권방,자동,충남 공주시 웅진로 210-2
529,디딤슈퍼,수동,경기 부천시 도약로 279
529,이수복권방,자동,서울 동작구 사당동  145-12
529,명동역5번출구가판,수동,서울 중구 퇴계로 115
529,제이복권방,자동,서울 종로구 종로 225-1 평창빌딩 1층 103호
529,CU(횡성점),자동,강원 횡성군 횡성읍  읍하리    118-1
530,가로판매점117호,자동,서울 중구 장충단로 257
530,통일복권방,자동,서울 송파구 백제고분로7길 6
530,가판점,자동,서울 중구 퇴계로 123
530,LG슈퍼,수동,경기 광명시 연서로 10
530,GS25(신림로점),자동,서울 동작구 신대방동  344-258
530,황금 복권방,자동,경기 용인시 기흥구 상하동 483-1번지 어정프라자 103호
530,복권,자동,경기 의정부시 의정부동  153
530,복권왕국,수동,인천 부평구 동수로 168
530,경희슈퍼,자동,경기 성남시 분당구 야탑로69번길 3 105호
530,GS25(중촌현대),자동,대전 중구 중촌동  17-2
530,삼성열쇠공사,자동,서울 동작구 만양로 90-1
531,로또복권방,수동,경기 평택시 지산로37번길 76
531,일등복권편의점,자동,대구 달서구 대명천로 220 1층
531,불국사명당복권,수동,경북 경주시 산업로 3033
531,메트로복권,자동,경기 성남시 분당구 성남대로916번길 5 1층 112호
531,CU(포남뷰티점),자동,강원 강릉시 포남동  1150
531,노다지복권방,자동,경기 용인시 처인구 금령로 130
531,왕대박복권,자동,인천 부평구 동수천로 108 1층
531,GS25(부평중앙),자동,인천 부평구 부평동  154-161층
531,운수대통,자동,인천 남동구 석정로 479
532,복권세상,자동,서울 양천구 신월로 187
532,버스표가판점,자동,경기 안양시 동안구 관악대로 291
532,감전복권방,자동,부산 사상구 감전동  681-4
532,행복충전소,자동,경기 평택시 탄현로 332-2
532,화영하이퍼,자동,경기 성남시 수정구 단대동 176-4번지
532,로또대박마트,자동,대전 동구 대전로 248 로또대박마트
532,복권명당,자동,경북 경주시 동문로 46
533,복권백화점,자동,경기 파주시 평화로 70
533,일등복권방,수동,제주 서귀포시 성산읍  고성리    1197-8
533,GS25(압구정역),자동,서울 강남구 신사동  577-12동헌빌딩1층
533,세븐일레븐부산온천장역점,자동,부산 동래구 중앙대로 1520 북쪽출구 빵집
533,CU(구미원평점),수동,경북 구미시 원평동  1049
533,영화복권방,수동,경남 김해시 덕정로 158 복권판매점
533,행운예감,자동,충북 충주시 국원대로 5 1층
533,둔포로또판매점,수동,충남 아산시 충무로 1810 둔포로또판매점
534,로또명당,자동,인천 미추홀구 인주대로 423 101호
535,로또복권방,자동,경기 파주시 금촌동  374-11
535,캐논종합,자동,서울 용산구 청파로 101 나진10동가125호
535,부일카서비스,자동,부산 동구 자성로133번길 35
536,코사마트,자동,경기 부천시 오정로 203
536,KOREA마트,수동,경북 구미시 임은길 64
536,버스카드충전소,자동,서울 서초구 신반포로 205 6동쇼핑앞
536,셀프카메라,자동,부산 부산진구 가야대로443번길 30
536,대박나라복권방,수동,인천 서구 가정로 120-1
536,복권방,자동,부산 부산진구 부암동  133-39훼미리마트(부암점)
536,동원복권,수동,경남 양산시 북정중앙로 30
536,오렌지24시원당점,자동,경기 고양시 덕양구 성사동 702-81층점포1호1
536,프로토베팅샵,수동,부산 중구 국제시장2길 5 4호
536,동산병원앞토큰판매소,자동,대구 중구 동산동  194동산병원앞토큰판매
536,행운복권,자동,충북 제천시 명륜로 67 1층
537,은미복권방,자동,경기 부천시 소사로794번길 6
537,복권마을,자동,강원 강릉시 주문진읍  교항리 118
537,주공24시편의방,자동,대전 동구 옥천로180번길 19 판암주공아파트2차상가
537,복권왕국,수동,경기 부천시 경인로216번길 7 1층
537,로또구포점,수동,부산 북구 덕천2길 23-3 1층
